# Generation	ratio_optimal	mean_fitness
1	0.0307	15.4729
2	0.05217	18.1237
3	0.07368	20.0846
4	0.09585	21.5844
5	0.11828	22.7964
6	0.14296	23.7974
7	0.1685	24.642
8	0.19458	25.351
9	0.22102	25.9615
10	0.24801	26.5022
11	0.27574	26.9665
12	0.30316	27.3881
13	0.33066	27.7579
14	0.35869	28.0818
15	0.38572	28.363
16	0.41367	28.6216
17	0.43939	28.8473
18	0.46418	29.0451
19	0.48918	29.2273
20	0.51221	29.3886
21	0.53572	29.5326
22	0.55775	29.6609
23	0.57916	29.7796
24	0.6006	29.8879
25	0.62123	29.9875
26	0.64157	30.0789
27	0.66073	30.158
28	0.67918	30.2293
29	0.69676	30.2955
30	0.71327	30.3537
31	0.72957	30.4084
32	0.74509	30.4569
33	0.76023	30.503
34	0.77435	30.5433
35	0.78751	30.5799
36	0.79921	30.6121
37	0.81115	30.6442
38	0.82201	30.673
39	0.8322	30.6978
40	0.84246	30.7225
41	0.85268	30.745
42	0.86193	30.7653
43	0.87069	30.7842
44	0.8794	30.8016
45	0.88684	30.8173
46	0.89441	30.8314
47	0.90108	30.8446
48	0.90743	30.8572
49	0.91326	30.8683
50	0.91893	30.8791
51	0.92445	30.8889
52	0.92983	30.8984
53	0.93443	30.9063
54	0.9389	30.9137
55	0.94316	30.9204
56	0.94681	30.9266
57	0.95065	30.9326
58	0.95396	30.9377
59	0.95701	30.9424
60	0.96017	30.9469
61	0.96308	30.9513
62	0.9658	30.9551
63	0.96841	30.9587
64	0.97043	30.9617
65	0.97253	30.9647
66	0.97471	30.9679
67	0.97668	30.9705
68	0.97833	30.9728
69	0.98	30.975
70	0.98154	30.9771
71	0.9827	30.9786
72	0.9839	30.9803
73	0.98512	30.982
74	0.98612	30.9833
75	0.98712	30.9845
76	0.98802	30.9856
77	0.98879	30.9866
78	0.98952	30.9875
79	0.99021	30.9884
80	0.99088	30.9892
81	0.99147	30.99
82	0.992	30.9906
83	0.99255	30.9913
84	0.9931	30.992
85	0.99359	30.9926
86	0.99403	30.9931
87	0.99436	30.9935
88	0.99474	30.994
89	0.99509	30.9944
90	0.99551	30.9949
91	0.99585	30.9953
92	0.99615	30.9957
93	0.99648	30.9961
94	0.99669	30.9964
95	0.99691	30.9966
96	0.99715	30.9969
97	0.99731	30.9971
98	0.99747	30.9973
99	0.99769	30.9975
100	0.99786	30.9977
101	0.99806	30.9979
102	0.9982	30.9981
103	0.99835	30.9982
104	0.99848	30.9983
105	0.99856	30.9984
106	0.9986	30.9985
107	0.99875	30.9987
108	0.99888	30.9988
109	0.99894	30.9989
110	0.999	30.9989
111	0.9991	30.999
112	0.99919	30.9991
113	0.9993	30.9992
114	0.99931	30.9992
115	0.99932	30.9993
116	0.99937	30.9993
117	0.9994	30.9993
118	0.99942	30.9994
119	0.99944	30.9994
120	0.99948	30.9994
121	0.99952	30.9995
122	0.99959	30.9995
123	0.99959	30.9995
124	0.99966	30.9996
125	0.99969	30.9997
126	0.99974	30.9997
127	0.99975	30.9997
128	0.99976	30.9997
